#SEED: 0.8338924294803292,,,,
SAT0,29.9607815849,100.5219106681,497.4722017829,
SAT1,35.6382256165,112.4333221505,456.4790823883,
SAT2,-55.8016255054,-47.2235173499,640.9142246938,
SAT3,32.8657963466,-174.0355355963,698.199313068,
SAT4,-15.5914648957,-33.592773566,304.7933580026,
SAT5,-8.4173943258,176.6093211692,613.9694402367,
SAT6,-31.3378122664,155.2314281054,560.0516265973,
SAT7,49.141565788,74.1128375107,526.6089406961,
SAT8,14.5741350574,10.1855075279,591.2718668652,
SAT9,-70.2550981025,98.8249760139,554.9574524325,
SAT10,-12.2625218263,-108.0211640261,511.1835054338,
SAT11,88.6069790252,-6.7947587538,465.2422688853,
SAT12,-74.3145261462,-122.1282165399,499.0860910406,
SAT13,39.4591446131,160.2388526789,338.1738202774,
SAT14,65.3530448545,-73.5647410561,593.8472290024,
SAT15,-58.1677794878,-42.3855156,319.3789302247,
SAT16,-9.7662256541,14.1536560799,622.198243045,
SAT17,52.6912880201,16.1025429723,328.9426940234,
SAT18,-29.8938074092,-4.6150422736,466.5513320707,
SAT19,-13.6598502625,-111.1725820611,314.3774087122,
ROUTE,-27.9698107771,178.6536483912,-3.648975104,-32.0518025014
